index,theta_res,gamma,rmse,r2,n_points
376,0.04692248441627568,2.4377235929202357,0.02145985691238694,0.9777816171022903,11
377,0.07697706508027274,3.017952870878715,0.028223323255774896,0.9569038187453408,9
378,0.10264502830810149,0.5350204704158724,0.05379741294444646,0.8382405768320031,14
379,0.08576894808817892,3.3011669855819252,0.03170607160920517,0.9489244411389066,10
380,0.051857825567903214,0.2948819754598919,0.06391958701409636,0.7767493842189487,11
381,0.17244983009056955,0.505769542160626,0.03646381174690411,0.8742423351177883,86
382,0.20686866747047328,0.5957674635361628,0.030529331107534252,0.8989134461588146,106
383,0.03097444625131406,0.6570816843066141,0.032379390495053166,0.9457481824364511,42
384,0.014293766858946852,0.9907902934392945,0.03843393666256743,0.8222604292616463,54
385,0.09306291675216624,0.9460885746051221,0.03709290230999368,0.8571626084208095,74
386,0.06137370413809585,0.5131440348546926,0.039933630474771456,0.6713166543169247,79
387,0.17797484435985625,0.5938828294084287,0.02785107858503632,0.8826777812990206,40
388,0.14540885286984923,0.40653238129447006,0.02067531220054938,0.8810084938336596,52
389,0.17554344359144952,2.9574852389035478,0.03510334462311545,0.8748998364739597,36
390,0.15799996753513013,0.9293735503697265,0.04413971034493429,0.7997848218023356,70
391,0.1041636522299954,0.8337740860312544,0.02957910066596423,0.893736468146225,38
392,0.18204821741367105,0.73353723071312,0.03255155202901479,0.8912802431141861,61
393,0.2348529949356287,1.5260994917509754,0.022120614695675375,0.9258618252273402,42
394,0.28196058261001505,0.8915810593487117,0.026891083259416634,0.8601108756991367,59
395,0.20700476036460227,0.2760221396016893,0.03300953342520589,0.906537158066554,47
396,0.40375444018270934,2.866799394766664,0.004835478411333457,0.9596201601174749,19
397,0.090820059629073,0.7011785919478939,0.02653095651781255,0.9485077452745835,46
398,0.11655297973231252,0.3740764974806723,0.04152833212439257,0.841923149851511,25
399,0.1031231177107664,0.25645338550105695,0.0333862476968927,0.925211011209135,30
400,0.23249745609207825,0.6999136572366801,0.02734198302285903,0.9383213135099518,41
401,0.314619227937692,0.8341317826275815,0.018502425982409428,0.8925531899875638,37
402,0.04542689933613188,3.0230537465527147,0.042575936394833154,0.9000046436430986,54
403,0.06028450767900811,1.0447390032662625,0.04251177353774316,0.785802096794199,62
404,0.1385021786610348,3.101229864897909,0.02447304075864588,0.9499268012482798,11
405,0.20074470998455182,0.5161568764661508,0.03366412221326835,0.8986609422919738,53
406,0.19045190725519567,0.2621139737791339,0.02372363006057881,0.957550753220517,48
407,0.4107262366699066,0.5978973407181033,0.03381876414954138,0.2939811313975492,65
408,0.31850790296285403,0.29180396170540757,0.00932477320973513,0.9272077188462438,55
409,0.1880138723745933,0.6488620533202815,0.030029220196803937,0.9434140574630807,57
410,0.15270929190603338,0.05000000000005164,0.05251380842333724,0.6870428974573655,45
411,0.33521497618377655,0.11522524104741472,0.03213779022697908,0.8078903553518915,44
412,0.2467140928002601,0.05000000000004522,0.046192468703787716,0.7477783554452642,24
413,0.1751789487445462,0.7103969207718162,0.033023205665814015,0.9066717665135107,10
414,0.1094879949389959,0.27937124323467927,0.023792801777378705,0.9506540577355178,14
415,0.18158974294923558,0.47403064516328036,0.027980858976181047,0.9099863898319769,15
416,0.051918955805238726,0.25438725981241755,0.02455150783035182,0.9429781464564879,20
